From;To;Type;Through;start_x;start_y;stop_x;stop_y;Comment
66;68;sea;999;1560;3018;1571;3014;Svendborg-Nakskov
67;68;sea;999;1606;2998;1614;2999;Nykobing-Nakskov
73;433;sea;999;1641;3100;1647;3106;Helsingborg-Helsingora
180;216;sea;1005;2016;3398;1972;3382;Rauma-Sund
270;272;sea;986;1541;3618;1551;3616;Nidaros-Hitrar
307;314;sea;1003;1828;3146;1834;3144;Kalmar-Borgholm
344;217;sea;1005;1910;3376;1943;3370;Osthammar-Jomala
257;256;river_large;8559;-1;-1;-1;-1;Mithrhordaland-Sunnhordaland
262;263;river_large;8558;-1;-1;-1;-1;Stolsheimen-Fjarland
#BALTICS
89;90;sea;632;2111;3251;2114;3253;Maasilinna-Muhu
89;91;sea;639;2096;3255;2095;3264;Maasilinna-Hiiumaa
92;91;sea;646;2108;3274;2115;3276;Haapsalu-Hiiumaa
93;90;sea;632;2125;3255;2129;3255;Lihula-Muhu
110;88;sea;639;2068;3191;2074;3209;Piltene-Kuressaare
104;108;river_large;3241;-1;-1;-1;-1;Riga-Ikskila
137;150;river_large;1081;2252;3075;-1;-1;Duagavpils-Oknist
#POLAND
2830;2831;river_large;1052;1958;2954;-1;-1;Danzig-Wislana
4921;3198;river_large;1053;-1;-1;-1;-1;Bydgoszcz-Chelmno(Kulm)
4919;4922;river_large;1053;-1;-1;-1;-1;Wloclawek-Dobrzyn
4940;529;river_large;1053;-1;-1;-1;-1;Gostynin-Plock
530;4939;river_large;1055;-1;-1;-1;-1;Czersk-Garwolin
#WALLACHIA
4997;508;river_large;1059;-1;-1;-1;-1;Calarasi-Silistra
514;507;river_large;1060;-1;-1;-1;-1;Turnu-Nikopolis
516;3667;river_large;1061;-1;-1;-1;-1;Severin-Klodovo
# HUNGARY
3803;522;river_large;1066;-1;-1;-1;-1;Visegrad-Pest
3805;3807;river_large;1066;-1;-1;-1;-1;Szekesfehevar-Kalocsa
3808;3976;river_large;1066;1977;-1;-1;-1;Esztergom-Bény
3809;3916;river_large;1067;1958;2445;-1;-1;Komárom-Bátorkeszi
3610;518;river_large;8560;-1;-1;-1;-1;Vakovo-Bacs
#GREECE
472;3710;sea;1038;2109;1829;2101;1825;Buthrothum-Corfu
3701;474;sea;1037;2145;1754;2145;1743;Vonitsa-Cephalonia
474;3696;sea;1037;2145;1717;2151;1705;Cephalonia-Zakynthos
3727;3726;sea;942;2293;1778;2285;1774;Boudounitsa-Oreoi
485;3730;sea;942;2329;1748;2336;1750;Chalkis-Thebes
3755;3756;sea;942;2407;1703;2404;1707;Andros-Tinos
484;3756;sea;942;2430;1669;2424;1683;Naxos-Tinos
484;3757;sea;1017;2433;1620;2435;1645;Naxos-Thera
488;3725;sea;8666;2303;1815;2324;1807;Demetrias-Skopelos
3726;3725;sea;942;2315;1789;2325;1798;Oreoi-Skopelos
3740;3741;sea;936;2556;1608;2525;1644;Kos-Lindos
3741;3742;sea;8661;2556;1589;2531;1567;Lindos-Karpathos
3751;487;sea;1111;2466;1836;2463;1831;Alexandria Troas-Mytilene
3767;3769;sea;8665;2365;1933;2366;1927;Alexandria Xanthia-Thasos
495;3749;sea;947;2486;1912;2492;1908;Kalliopolis-Lampsakos
496;5565;sea;947;2594;1956;2602;1954;Constantinople-Chalcedon
#BALKANS
464;459;sea;8650;1782;2229;1787;2231;Senj-Krk
459;2521;sea;8650;1775;2222;1766;2215;Krk-Cres
3555;3556;sea;1109;1913;2086;1922;2090;Mokro-Hvar
3556;3569;sea;1109;1930;2066;1942;2066;Hvar-Ston
#RUSSIA
169;170;river_large;1006;2354;3325;-1;-1;Nyen-Pähkinälinna
552;5116;river_large;1079;2350;2782;-1;-1;Turov-Mikashevichy
5095;5122;river_large;1083;-1;-1;-1;-1;Chornobyl-Rechytsa
5135;5134;river_large;1082;-1;-1;-1;-1;Haradok-Vitebsk
5129;5131;river_large;3242;-1;-1;-1;-1;Polotsk-Myory
5138;5154;river_large;1085;-1;-1;-1;-1;Ladoga-Kirishi
5137;5254;river_large;8569;-1;-1;-1;-1;Novgorod-Svolensk
5143;5162;river_large;8570;-1;-1;-1;-1;Rusa-Kholm
5161;5151;river_large;1087;-1;-1;-1;-1;Luki-Nevel
5160;193;river_large;8571;-1;-1;-1;-1;Podporozhye-Aunus
5171;5164;river_large;1106;-1;-1;-1;-1;Andreapol-Torzhok
5173;5164;river_large;8578;-1;-1;-1;-1;Tver-Torzhok
5173;5175;river_large;8578;-1;-1;-1;-1;Tver-Kashin
572;5176;river_large;1105;-1;-1;-1;-1;Yaroslavl-Mologa
5247;5251;river_large;8580;-1;-1;-1;-1;Plyos-Kostroma
584;585;river_large;1098;-1;-1;-1;-1;NizhnyNovgorod-Gorodets
584;5235;river_large;8574;-1;-1;-1;-1;NizhnyNovgorod-Pavlovo
5253;580;river_large;1102;-1;-1;-1;-1;VaskinaPolyana-Ryazan
5253;5228;river_large;1099;-1;-1;-1;-1;VaskinaPolyana-PereyaslavlRyazanski
5238;5228;river_large;1099;-1;-1;-1;-1;Yegoryevsk-PereyaslavlRyazanski
587;5218;river_large;1104;-1;-1;-1;-1;Mozhaysk-Suvorov
5204;5208;river_large;1074;-1;-1;-1;-1;Trubetsk-Lokot
5221;568;river_large;1078;-1;-1;-1;-1;Gnezdovo-Smolensk
5119;5225;river_large;8565;2450;2859;-1;-1;Babruysk-Cherykaw
5201;554;river_large;1073;2510;2718;-1;-1;Unenezh-Chernigov
5122;554;river_large;1077;2492;2728;-1;-1;Rechytsa-Chernigov
547;554;river_large;8564;2499;2676;-1;-1;Kiev-Chernigov
547;555;river_large;1072;-1;-1;-1;-1;Kiev-Pereyaslavl
#BJARMALAND
5156;5816;river_large;1101;-1;-1;-1;-1;Beloozero-Ostrov
5157;5824;river_large;8579;-1;-1;-1;-1;Cherepovets-Vologda
572;5828;river_large;1098;-1;-1;-1;-1;Yaroslavl-Vyatskoye
5798;5799;river_large;5855;-1;-1;-1;-1;Kholmogory-Arkhangelsk
5840;5841;river_large;5857;-1;-1;-1;-1;Kotlas-Usyorga
#PONTIC STEPPE
5268;512;river_large;1056;-1;-1;-1;-1;Odessa-Cetatea Alba
5257;5021;river_large;1057;-1;-1;-1;-1;Ladyzyn-Soroca
5263;5189;river_large;1071;-1;-1;-1;-1;Cherkassy-Voin
5274;557;river_large;8563;-1;-1;-1;-1;Dnipro-Khortytsia
5269;558;river_large;1070;-1;-1;-1;-1;Kherson-Oleshye
562;598;sea;8670;2920;2292;2932;2292;Kerch-Tmutarkan (Kerch strait)
5291;595;river_large;8584;-1;-1;-1;-1;Siyahtepe-Sarysyn
5290;607;river_large;1090;-1;-1;-1;-1;Golden Hills-Sarkel
596;597;river_large;8585;-1;-1;-1;-1;Tana-Azov
604;620;river_large;1092;-1;-1;-1;-1;Khazaran-Itil
595;619;river_large;1093;-1;-1;-1;-1;Sarysyn-Saray
#VOLGA BULGARIA
588;590;river_large;1097;-1;-1;-1;-1;Yoshkar-Ola-Cheboksary
614;611;river_large;8581;-1;-1;-1;-1;Ashli-Kazan
614;610;river_large;1096;-1;-1;-1;-1;Ashli-Bolghar
5411;609;river_large;8582;-1;-1;-1;-1;Banja-Sumar
592;5347;river_large;1103;-1;-1;-1;-1;Saratov-Engels
593;5287;river_large;1090;-1;-1;-1;-1;Khopyor-Kazanskaya
610;5397;river_large;8577;-1;-1;-1;-1;Bolghar-Kashan
5408;5403;river_large;5510;-1;-1;-1;-1;Yar Calli-Elabuga
886;5450;river_large;5511;-1;-1;-1;-1;Perm-Nytva
#CANARIAS
849;8713;sea;8622;158;1214;136;1228;GranCanaria-Tenerife
849;8714;sea;8622;180;1209;219;1207;GranCanaria-Fuerteventura
8714;8715;sea;8622;246;1244;250;1248;Fuerteventura-Lanzarote
#EGYPT
6043;6047;river_large;6026;-1;-1;-1;-1;Daqahla-Samannud
6042;6057;river_large;6028;-1;-1;-1;-1;Cairo-Gizeh
6049;6054;river_large;6027;-1;-1;-1;-1;Nastarawa-Damanhur
6063;6064;river_large;6028;-1;-1;-1;-1;Al-Bahnasa-Ihrit
6067;6068;river_large;6029;-1;-1;-1;-1;Al-Ushmunain-Ansina
6070;6071;river_large;6029;-1;-1;-1;-1;Asyut-Bawit
6077;6078;river_large;6125;-1;-1;-1;-1;Qus-Armant
#SUB-SAHARAN AFRICA
8115;8087;river_large;8092;1533;59;-1;-1;Bonny-Nembe
8086;8111;river_large;8093;1534;120;-1;-1;Ode Itseriki-Onitsha
8085;6548;river_large;8094;1491;260;-1;-1;Kyadya-Bida
6553;6915;river_large;6796;1393;379;-1;-1;Yauri-Kaoje
6570;6714;river_large;6796;1285;453;-1;-1;Rozi-Pekinga
6577;6579;river_large;6794;1088;637;-1;-1;Gao-Koima
6608;6670;river_large;6793;921;646;-1;-1;Kabara-Bangu
6620;6647;river_large;6791;821;538;-1;-1;Mara-Kaniana
#MESOPOTAMIA
4822;4823;river_large;6127;3464;1499;-1;-1;Kaskar-An-Numaniya
4797;4824;river_large;6126;3423;1526;-1;-1;Iskaf-Humaniya
6008;6021;river_large;6128;3530;1432;-1;-1;Nahr Simmara-Matara Iraq
#ARABIA
6157;6156;sea;1394;3677;1192;3686;1192;Al-Khatt-Uwal
6150;6156;sea;1394;3696;1186;3709;1178;Murwab-Uwal
4186;4187;sea;1393;3959;1266;3949;1256;Shahru-Laft (Strait of Hormuz)
6132;4187;sea;1393;3962;1222;3949;1239;Musandam-Laft (Strait of Hormuz)
6282;8340;sea;1385;3386;514;3374;511;Al-Mandab-Assab
6282;8341;sea;1385;3398;507;3386;492;Al-Mandab-Awbuk
8286;8280;sea;8673;3216;641;3215;635;Buri-Dahlak Kebir
#INDIA
1295;3355;sea;1397;4699;1143;4704;1138;Kanthakota-Morvi
1297;3400;river_large;8681;4546;1206;-1;-1;Debul-Sauvira
1138;1175;river_large;1308;4568;1373;-1;-1;Bhakkar-Aror
1339;3408;river_large;1309;4637;1452;-1;-1;Rajanpur-Chachran
1340;3417;river_large;8588;4640;1550;-1;-1;Karor-Dera Ghazi Khan
1178;3410;river_large;8590;4715;1500;-1;-1;Karur-Askhanda
3421;3423;river_large;8591;4786;1555;-1;-1;Pancapura-Abohar
1127;3383;river_large;8593;-1;-1;-1;-1;Akruresvara-Navasarika
1262;1194;river_large;8594;-1;-1;-1;-1;Thalner-Sindkheda
7910;7913;river_large;8598;-1;-1;-1;-1;Palwancha-Bhadracala
1123;7916;river_large;8597;-1;-1;-1;-1;Vengipura-Draksharama
7836;1201;river_large;8596;-1;-1;-1;-1;Kannanur-Karavur
7836;7807;river_large;8595;-1;-1;-1;-1;Kannanur-Uraiyur
7836;1115;river_large;8595;-1;-1;-1;-1;Kannanur-Tanjavur
7838;1115;river_large;8595;-1;-1;-1;-1;Nagapattinam-Tanjavur
1319;1240;river_large;1311;5680;1296;-1;-1;Bikrampur-Fathabad
1323;856;river_large;456;5591;1275;-1;-1;Nabadwipa-Santipura
1243;842;river_large;456;5583;1312;-1;-1;Karnasubarna-Raktamrittika
1243;839;river_large;1312;5606;1321;-1;-1;Karnasubarna-Rampur Boalia
1325;848;river_large;1316;5648;1351;-1;-1;Madhupur-Somapur
1321;815;river_large;8603;5755;1463;-1;-1;Kamarupanagara-Pragyotisapura
1418;813;river_large;8604;5809;1484;-1;-1;Haruppeswara-Numaligarh
837;843;river_large;1313;-1;-1;-1;-1;Gaur-Agmahl
1154;879;river_large;1315;-1;-1;-1;-1;Pataliputra-Hajipur
1163;1281;river_large;8602;-1;-1;-1;-1;Varanasi-Chunar
927;931;river_large;8600;-1;-1;-1;-1;Bhubaneswar-Athgarh
1360;8712;sea;8683;4951;267;4932;280;Mahal-Thiladhunmathi #Maldives
#BURMA
9550;9554;river_large;8610;-1;-1;-1;-1;Pagan-Myitche
9588;9590;river_large;8608;5969;1096;-1;-1;Sriksetra-Thayetmyo
9599;9626;river_large;8607;6015;989;-1;-1;Krapan-Bogale
9633;9626;river_large;8606;5978;984;-1;-1;Myaungmya-Bogale
9556;9568;river_large;8610;5977;1253;-1;-1;Ava-Sagaing
### MNR ###
## Eastern Africa ##
#Nile
6041;6040;river_large;9660;-1;-1;-1;-1;QALYUB-BILBAYS
6362;6361;river_large;9661;-1;-1;-1;-1;KALABSHA-SABAGURA
6330;6331;river_large;9661;-1;-1;-1;-1;IKHMINDI-SAYALA
6333;6334;river_large;9661;-1;-1;-1;-1;SHEIKH_DAWUD-QASR_IBRIM
6337;6338;river_large;9662;-1;-1;-1;-1;SEMNA-AKASHA
6342;6343;river_large;9664;-1;-1;-1;-1;KEMNA-DONGOLA
6348;6347;river_large;9665;-1;-1;-1;-1;KAREIMA-TANKASI
6351;6353;river_large;9666;-1;-1;-1;-1;KURGUS-TARFAYA
6357;6358;river_large;9667;-1;-1;-1;-1;AL-BAWGA-ED-DAMER
6393;6395;river_large;9668;-1;-1;-1;-1;USHARA-ALTI
6430;6432;river_large;9669;-1;-1;-1;-1;TAGALI-RENK
6397;6394;river_large;9670;-1;-1;-1;-1;KAMLIN-SOBA
6400;6404;river_large;9671;-1;-1;-1;-1;SENNAR-ABU_GEILI
8376;8375;river_large;9672;-1;-1;-1;-1;BERTA-ABBAY-AGAW
6358;6356;river_large;9673;-1;-1;-1;-1;ED-DAMER-ATBARA
6436;6444;river_large;9675;-1;-1;-1;-1;WOLQAYT-SHOWAK_SOUTH
## Iberia ##
#Guadalquivir
1977;1985;river_large;9676;-1;-1;-1;-1;JAEN-UBEDA
#Guadian
1989;1956;river_large;9677;-1;-1;-1;-1;ALMADER-CASTILBLANCO
#Tajo
1754;1753;river_large;9678;-1;-1;-1;-1;LISBOA-SETUBAL
1771;1774;river_large;9679;-1;-1;-1;-1;IDANHA-NISA
1917;1955;river_large;9681;-1;-1;-1;-1;ALMARAZ-TRUJILLO
1919;1958;river_large;9682;-1;-1;-1;-1;TOLEDO-OCANA
#Duero
1766;2003;river_large;9683;-1;-1;-1;-1;GUIMARAES-GRALHEIRA
1764;1828;river_large;9685;-1;-1;-1;-1;MIRANDA DO DUORO-SALAMANCA
1896;1915;river_large;9686;-1;-1;-1;-1;SIMANCAS-OLMEDO
#Ebro
1858;1859;river_large;9687;-1;-1;-1;-1;AMPOSTA-TORTOSA
1887;1886;river_large;9688;-1;-1;-1;-1;ZARAGOZA-ZUERA
1890;1889;river_large;9689;-1;-1;-1;-1;TUDELA-TAFALLA
1882;1880;river_large;9690;-1;-1;-1;-1;FRAGA-MAIALS
## France ##
#Dordogne
2144;2143;river_large;9691;-1;-1;-1;-1;BLAYE-FRONSAC
2136;2238;river_large;9692;-1;-1;-1;-1;MONTREUIL-SUR-MER-MONTIGNAC
#Loire
2319;2318;river_large;9693;-1;-1;-1;-1;BLOIS-CONTRES
2463;2339;river_large;9694;-1;-1;-1;-1;SULLY-SUR-LOIRE-MONTARGIS
2307;2343;river_large;9696;-1;-1;-1;-1;MOULINS-NEVERS
2256;2274;river_large;9698;-1;-1;-1;-1;LOUDUN-TOURS
2251;2253;river_large;9699;-1;-1;-1;-1;RUFFEC-CHATELLERAULT
#Siene
2337;2353;river_large;9700;-1;-1;-1;-1;NEMOURS-BRAY
2363;2368;river_large;9701;-1;-1;-1;-1;PROVINS-NOGENT
2341;2352;river_large;9703;-1;-1;-1;-1;CHATEAU-RENARD-SENS
2359;2355;river_large;9704;-1;-1;-1;-1;MEAUX-CRECY
2366;2390;river_large;9706;-1;-1;-1;-1;EPERNAY-REIMS
2372;2389;river_large;9707;-1;-1;-1;-1;BAR-SUR-AUBE-SAINT-DIZIER
2190;2357;river_large;9708;-1;-1;-1;-1;BEAUMONT-SAINT-DENIS
2188;2398;river_large;9709;-1;-1;-1;-1;NOYON-COUCY
2360;2398;river_large;9711;-1;-1;-1;-1;CREPY-COUCY
2391;2394;river_large;9713;-1;-1;-1;-1;RETHEL-MEZIERES
#Somme
2114;2106;river_large;9714;-1;-1;-1;-1;GHENT-ANTWERP
2127;2120;river_large;9715;-1;-1;-1;-1;TOURNAI-ATH
#Rhone
2070;2033;river_large;9716;-1;-1;-1;-1;Villars-VIENNE
2070;2065;river_large;3249;-1;-1;-1;-1;Villars-LYON
2302;2071;river_large;9717;-1;-1;-1;-1;MACON-BOURG
2017;2059;river_large;9718;-1;-1;-1;-1;ARLES-AVIGNON
## Italy ##
#Po
2474;2483;river_large;9719;-1;-1;-1;-1;VIGEVANO-TORTONA
2045;2470;river_large;9720;-1;-1;-1;-1;CHIERI-VERCELLI
## Britain ##
#Thames
1555;1558;river_large;9721;-1;-1;-1;-1;READING-OXFORD
#Severn
1580;1582;river_large;9722;-1;-1;-1;-1;GLOUCESTER-WINCHCOMBE
1625;1603;river_large;9722;-1;-1;-1;-1;EVESHAM-WARWICK
1647;1646;river_large;9723;-1;-1;-1;-1;SHREWSBURY-LUDLOW
1559;1603;river_large;9725;-1;-1;-1;-1;BANBURY-WARWICK
#Trent
1620;1587;river_large;9726;-1;-1;-1;-1;RETFORD-GRIMSBY
1618;1616;river_large;9727;-1;-1;-1;-1;NOTTINGHAM-MELTON
#Shannon
46;45;river_large;9729;-1;-1;-1;-1;ENNIS-LIMERICK
23;34;river_large;9730;-1;-1;-1;-1;ATHENRY-ATHLONE
## Rhine ##
2086;2691;river_large;3233;-1;-1;-1;-1;ADENAU-ISENBURG
2695;2693;river_large;9731;-1;-1;-1;-1;BOPPARD-WIESBADEN
2732;2744;river_large;9734;-1;-1;-1;-1;SPEYER-HOCKENHEIM
2721;2751;river_large;9735;-1;-1;-1;-1;STRASSBURG-FREIBURG
2855;2741;river_large;9737;-1;-1;-1;-1;FRANKFURT-RUSSELSHEIM
2862;2868;river_large;9738;-1;-1;-1;-1;KLINGENBERG-WERTHEIM
2697;2696;river_large;9739;-1;-1;-1;-1;COCHEM-SPONHEIM
2082;2698;river_large;9741;-1;-1;-1;-1;LUXEMBOURG-SAARBURG
2079;2709;river_large;9743;-1;-1;-1;-1;TOUL-NANCY
2428;2429;river_large;9744;-1;-1;-1;-1;ARNHEM-ZUTPHEN
2426;2421;river_large;9744;-1;-1;-1;-1;HARDERWIJK-ZWOLLE
2450;2103;river_large;9745;-1;-1;-1;-1;GELDERN-NIJMEGEN
2099;2102;river_large;9746;-1;-1;-1;-1;MAASTRICHT-GLADBACH
2097;2096;river_large;9747;-1;-1;-1;-1;LIEGE-HUY
2394;2091;river_large;9748;-1;-1;-1;-1;MEZIERES-BOUILLON
2395;2081;river_large;9750;-1;-1;-1;-1;VERDUN-SAINT-MIHIEL
## Northern Europe ##
#Ems
2419;2436;river_large;9751;-1;-1;-1;-1;EMMEN-LEER
2430;2446;river_large;9752;-1;-1;-1;-1;BENTHEIM-TECKLENBURG
#Weser
2438;2793;river_large;9754;-1;-1;-1;-1;OLDENBURG-BREMEN
2840;2845;river_large;9756;-1;-1;-1;-1;MINDEN-SCHAUENBURG
2910;2912;river_large;9757;-1;-1;-1;-1;EVERSTEIN-HOMBURG
#Elbe
3023;3172;river_large;9759;-1;-1;-1;-1;DESSAU-ZERBST
3027;3034;river_large;9760;-1;-1;-1;-1;MEISSEN-GROSSENHAIN
3023;2906;river_large;9762;-1;-1;-1;-1;DESSAU-MAGDEBURG
2935;3018;river_large;9763;-1;-1;-1;-1;MERSENBURG-HALLE
3005;3020;river_large;9764;-1;-1;-1;-1;ORLAMUNDE-NAUMBURG
3170;3166;river_large;9765;-1;-1;-1;-1;TANGERMUNDE-BRANDENBURG
#Oder
2823;3155;river_large;9767;-1;-1;-1;-1;TANGERMUNDE-BRANDENBURG
3142;3148;river_large;9769;-1;-1;-1;-1;ODERFRANKFURT-SULECIN
3144;3064;river_large;9770;-1;-1;-1;-1;CROSSEN-GRUNBERG
3058;3060;river_large;9772;-1;-1;-1;-1;LEGNICA-SADOWEL
3049;3052;river_large;9774;-1;-1;-1;-1;BRZEG-OPPELN
3152;3151;river_large;9776;-1;-1;-1;-1;LANDSBERG-DRIESEN
## Eastern Europe ##
#Vistula
4953;4960;river_large;9778;-1;-1;-1;-1;Radom-Urzedow
531;4966;river_large;9779;-1;-1;-1;-1;Sandomierz-Mielec
527;4971;river_large;9781;-1;-1;-1;-1;Krakow-Wieliczka
5059;5058;river_large;9785;-1;-1;-1;-1;Blotkowo-Kobryn
#Neman
125;119;river_large;9786;-1;-1;-1;-1;TAURAGE-TILSIT
162;160;river_large;9788;-1;-1;-1;-1;ALITEN-MERKINE
5044;161;river_large;9790;-1;-1;-1;-1;Volkovysk-GRODNO
#Vig
219;218;river_large;9791;-1;-1;-1;-1;LIINMAA-VIIPURI
#Northern Dvina
5838;5837;river_large;9792;-1;-1;-1;-1;Veliky Ustyug-Boborossa
5822;5833;river_large;9793;-1;-1;-1;-1;Tischna-Karitsa
5824;5823;river_large;9794;-1;-1;-1;-1;Vologda-Kadnikov
#Southern Bug
542;5269;river_large;9796;-1;-1;-1;-1;Olbia_ETEL-Kherson
5258;5262;river_large;9797;-1;-1;-1;-1;Birzula-Uman
5100;5101;river_large;9798;-1;-1;-1;-1;Yampil-Haisyn
#Narva
98;167;river_large;10014;-1;-1;-1;-1;NARVA-YAMA
5147;5146;river_large;10015;-1;-1;-1;-1;Izborsk-Pskov
## Scandinavia ##
#Gota Alv
229;318;river_large;9800;-1;-1;-1;-1;BAGAHUS-KUNGAHALLA
323;326;river_large;9801;-1;-1;-1;-1;TINGVALLA-VASE
#Motala Strom
330;331;river_large;9803;-1;-1;-1;-1;SUDHERKOPUNG-HAMARKINDA
334;333;river_large;9804;-1;-1;-1;-1;VRETA-SKAENNINGE
## Danube ##
3084;3087;river_large;9805;-1;-1;-1;-1;FLORIDSDORF-BRUCK
3072;3131;river_large;9808;-1;-1;-1;-1;LEONFELDEN-LINZ
2968;2960;river_large;9809;-1;-1;-1;-1;DEGGENDORF-PASSAU
2964;2965;river_large;9810;-1;-1;-1;-1;REGENSBURG-TEGERNHEIM
2940;2883;river_large;9811;-1;-1;-1;-1;MUNCHSMUNSTER-INGOLSTADT
2768;2775;river_large;9813;-1;-1;-1;-1;ULM-KIRCHBERG
3840;3839;river_large;9814;-1;-1;-1;-1;Simontornya-Tolna
3835;3826;river_large;9814;-1;-1;-1;-1;Somogyvar-Veszprem
3842;3609;river_large;9816;-1;-1;-1;-1;Baranyavar-Osijek
3531;3837;river_large;9817;-1;-1;-1;-1;Koprivnica-Csurgo
3106;3977;river_large;9818;-1;-1;-1;-1;WINDISCHE BUHEL-Szentgotthard
3830;3879;river_large;9820;-1;-1;-1;-1;Titel-Becse
3865;3974;river_large;9821;-1;-1;-1;-1;Csongrad-Nagylak
523;3867;river_large;9822;-1;-1;-1;-1;Hewes-Tur
3874;3873;river_large;9824;-1;-1;-1;-1;Svarvas-Bekes
521;3974;river_large;9826;-1;-1;-1;-1;Csanad-Nagylak
3613;505;river_large;9828;-1;-1;-1;-1;Zemun-Belgrade
3610;3509;river_large;9829;-1;-1;-1;-1;Vakovo-Bijeljina
3515;3516;river_large;9831;-1;-1;-1;-1;Gradiska-Vrbaski Grad
461;3535;river_large;9833;-1;-1;-1;-1;Zagreb-Sisak
4984;4985;river_large;9835;-1;-1;-1;-1;Segarcea-Craiova
4986;514;river_large;9836;-1;-1;-1;-1;Corabia-Turnu
4991;4995;river_large;9837;-1;-1;-1;-1;Comana-Bucuresti
4997;5001;river_large;9839;-1;-1;-1;-1;Calarasi-Slobozia
5003;511;river_large;9841;-1;-1;-1;-1;Braila-Galati
5016;511;river_large;9843;-1;-1;-1;-1;Cahul-Galati
## Middle East ##
#Tigris-Euphrates
4828;4795;river_large;9845;-1;-1;-1;-1;BAGHDAD-UKBARA
4834;4805;river_large;9846;-1;-1;-1;-1;HISN AL-MASHUQ-SAMARRA
4835;4807;river_large;9846;-1;-1;-1;-1;TAKRIT-BARIMMA
4840;4811;river_large;9848;-1;-1;-1;-1;MOSUL-NINAWA
4847;4816;river_large;9850;-1;-1;-1;-1;HISN_KAIFA-SA'IRD
4794;4795;river_large;9852;-1;-1;-1;-1;BA'QUBA-UKBARA
4799;4792;river_large;9853;-1;-1;-1;-1;KHANIJAR-JALULA-HULWAN
6001;6003;river_large;9854;-1;-1;-1;-1;AS-SALMAN-NIFFAR
5992;4826;river_large;9855;-1;-1;-1;-1;AL-KUFA-AL-HILA
4833;4831;river_large;9857;-1;-1;-1;-1;HIT-AR-RABB
4889;4884;river_large;9858;-1;-1;-1;-1;AL-RAHBA-SUKAYR AL-ABBAS
5943;4876;river_large;9859;-1;-1;-1;-1;RATLA-RAQQA
5908;4873;river_large;9861;-1;-1;-1;-1;MANBIJ-TALL_AMMAR
4881;4883;river_large;9862;-1;-1;-1;-1;ASH-SHAMSANIYA-MAKISIN
6016;6017;river_large;9865;-1;-1;-1;-1;BAYAN-ABBADAN
